"INCIDENT_KEY","OCCUR_DATE","OCCUR_TIME","BORO","LOC_OF_OCCUR_DESC","PRECINCT","JURISDICTION_CODE","LOC_CLASSFCTN_DESC","LOCATION_DESC","X_COORD_CD","Y_COORD_CD","Latitude","Longitude"
"84455181","04/29/2012","12:23:00","BRONX","OUTSIDE","48","0","STREET","MULTI DWELL - APT BUILD","1014163","248149","40.847736","-73.891877"
"84331253","04/21/2012","12:48:00","BRONX","OUTSIDE","48","0","VEHICLE",,"1014163","248149","40.847744","-73.891879"
"83719889","03/17/2012","07:00:00","BRONX","OUTSIDE","48","0","STREET",,"1015823","250168","40.853273","-73.885869"
"83605536","03/11/2012","00:40:00","BRONX","OUTSIDE","48","0","STREET",,"1019075","245532","40.840538","-73.874137"
"81328636","10/22/2011","01:44:00","BRONX","OUTSIDE","48","0","STREET",,"1014373","247302","40.84541055","-73.89112534"
"80303588","08/15/2011","20:22:00","BRONX","OUTSIDE","48","0","STREET",,"1017495","246631","40.843566","-73.879843"
"75432710","11/06/2010","00:16:00","BRONX","OUTSIDE","48","0","STREET",,"1017157","246883","40.84426","-73.881063"
"76601146","12/26/2010","00:25:00","BRONX","OUTSIDE","48","0","STREET",,"1017773","245890","40.84152278","-73.87884367"
"75535654","11/12/2010","23:45:00","BRONX","OUTSIDE","48","0","STREET",,"1015269","247736","40.8466","-73.887884"
"137412596","06/25/2014","04:14:00","BRONX","INSIDE","48","0","DWELLING","PVT HOUSE","1015952","248463","40.848594","-73.88541"
"183435825","06/02/2018","03:36:00","BRONX","OUTSIDE","48","0","STREET","MULTI DWELL - APT BUILD","1015116","249717","40.852038","-73.888428"
"89634037","03/14/2013","22:35:00","BRONX","OUTSIDE","48","0","COMMERCIAL","GROCERY/BODEGA","1014545","245735","40.841112","-73.890507"
"86761906","09/16/2012","04:35:00","BRONX","OUTSIDE","48","0","STREET","MULTI DWELL - APT BUILD","1016246","248251","40.848011","-73.884351"
"163520830","04/06/2017","01:00:00","BRONX","OUTSIDE","48","0","STREET",,"1016276","250654","40.854604","-73.884231"
"166412377","06/24/2017","17:20:00","BRONX","OUTSIDE","48","0","STREET",,"1014800","251382","40.85661","-73.889561"
"160509030","01/22/2017","14:26:00","BRONX","OUTSIDE","48","0","STREET",,"1016172","247236","40.845225","-73.884621"
"156887024","09/20/2016","22:05:00","BRONX","OUTSIDE","48","0","STREET",,"1015925","245838","40.841388","-73.885521"
"145377561","08/15/2015","19:50:00","BRONX","OUTSIDE","48","0","STREET",,"1014022","251201","40.856114","-73.892376"
"144479292","07/13/2015","22:02:00","BRONX","OUTSIDE","48","0","STREET",,"1016057","247615","40.846273","-73.885036"
"233172614","09/05/2021","16:40:00","BRONX","OUTSIDE","48","0","STREET",,"1015963","246847","40.844157","-73.885378"
"234071996","09/25/2021","17:57:00","BRONX","OUTSIDE","48","0","STREET",,"1014153","251415","40.856703","-73.8919"
"231698073","08/02/2021","18:34:00","BRONX","OUTSIDE","48","0","STREET",,"1017812","246396","40.842913","-73.878699"
"229034592","06/02/2021","14:30:00","BRONX","OUTSIDE","48","0","STREET",,"1014003","247798","40.846774","-73.892458"
"227647466","05/01/2021","02:30:00","BRONX","OUTSIDE","48","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1013412","246233","40.842482","-73.8946"
"221098039","11/27/2020","18:05:00","BRONX","OUTSIDE","48","0","STREET",,"1011588","247980","40.847282","-73.901187"
"217262878","09/01/2020","01:35:00","BRONX","OUTSIDE","48","0","VEHICLE",,"1014742","246600","40.843483","-73.889794"
"199467222","07/08/2019","23:32:00","BRONX","OUTSIDE","48","0","STREET",,"1016293","250009","40.852834","-73.884172"
"183436386","06/02/2018","21:04:00","BRONX","OUTSIDE","48","0","STREET",,"1017691","246916","40.84434","-73.879134"
"278488356","12/04/2023","16:15:00","BRONX","OUTSIDE","48","0","STREET",,"1014898","249845","40.852399","-73.889217"
"266183424","04/04/2023","22:25:00","BRONX","OUTSIDE","48","0","STREET",,"1015592","245489","40.84043016","-73.88672794"
"270036422","06/17/2023","23:30:00","BRONX","OUTSIDE","48","0","STREET","MULTI DWELL - APT BUILD","1017495","246631","40.843558","-73.879842"
"250123933","08/25/2022","02:05:00","BRONX","OUTSIDE","48","0","STREET",,"1014890","250840","40.855122","-73.889239"
"247407054","06/30/2022","04:06:00","BRONX","OUTSIDE","48","0","STREET",,"1014039","251045","40.855686","-73.892316"
"237012947","11/27/2021","08:23:00","BRONX","OUTSIDE","48","0","STREET",,"1014022","251201","40.856114","-73.892376"
"243566423","04/12/2022","19:43:00","BRONX","OUTSIDE","48","0","STREET",,"1016397","247394","40.845658","-73.883806"
"243035841","04/03/2022","04:26:00","BRONX","OUTSIDE","48","0","STREET",,"1015840","250682","40.854684","-73.885804"
"242517445","03/16/2022","13:15:00","BRONX","INSIDE","48","0","DWELLING","MULTI DWELL - APT BUILD","1016246","248251","40.848011","-73.884351"
"240174758","02/06/2022","00:09:00","BRONX","OUTSIDE","48","0","STREET",,"1015722","246426","40.843004","-73.886251"
"301565780","02/23/2025","19:50:00","BRONX","OUTSIDE","49","0","STREET",,"1020860","251009","40.855571","-73.86766"
"55237637","12/28/2008","21:22:00","BRONX","INSIDE","49","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1025116","256702","40.871176","-73.852237"
"47266777","06/15/2008","22:46:00","BRONX","OUTSIDE","49","0","STREET",,"1021917","251014","40.85558","-73.863838"
"34795158","10/02/2007","21:59:00","BRONX","OUTSIDE","49","0","STREET",,"1025254","256979","40.871936","-73.85174"
"25476049","11/26/2006","01:06:00","BRONX","OUTSIDE","49","0","STREET","PVT HOUSE","1021639","250223","40.853409","-73.864848"
"77278593","02/14/2011","15:25:00","BRONX","OUTSIDE","49","0","STREET",,"1022810","254199","40.864318","-73.860591"
"78434808","04/26/2011","16:44:00","BRONX","OUTSIDE","49","0","STREET",,"1022009","255056","40.866665","-73.863482"
"75955403","12/12/2010","04:50:00","BRONX","OUTSIDE","49","0","COMMERCIAL","RESTAURANT/DINER","1031086","253403","40.862085","-73.830675"
"73136525","06/09/2010","01:22:00","BRONX","OUTSIDE","49","0","STREET",,"1020669","255027","40.86658962","-73.86832754"
"71923126","03/25/2010","22:34:00","BRONX","OUTSIDE","49","0","STREET",,"1020553","254593","40.865401","-73.868748"
"88345678","12/31/2012","01:36:00","BRONX","INSIDE","49","0","VEHICLE","PVT HOUSE","1020991","252732","40.860291","-73.867173"
"85602258","07/06/2012","04:08:00","BRONX","INSIDE","49","0","COMMERCIAL","BAR/NIGHT CLUB","1025475","257167","40.872445","-73.850937"
"85744761","07/15/2012","03:00:00","BRONX","OUTSIDE","49","0","STREET",,"1021010","245958","40.841697","-73.867141"
"156756666","09/15/2016","19:16:00","BRONX","OUTSIDE","49","0","STREET",,"1020633","253463","40.862297","-73.868466"
"93533317","11/11/2013","21:30:00","BRONX","OUTSIDE","49","0","STREET",,"1020625","253123","40.86136391","-73.86849696"
"240227794","01/24/2022","14:15:00","BRONX","OUTSIDE","49","0","STREET",,"1026692","251697","40.857424","-73.846572"
"88842772","01/27/2013","00:30:00","BRONX","INSIDE","49","0","DWELLING","PVT HOUSE","1019995","246010","40.841854","-73.870813"
"238555360","01/02/2022","15:52:00","BRONX","OUTSIDE","49","0","STREET",,"1030251","254037","40.86383","-73.83369"
"236285200","11/14/2021","06:21:00","BRONX","OUTSIDE","49","0","STREET",,"1019966","252223","40.85889637","-73.87088417"
"235740735","10/31/2021","00:50:00","BRONX","OUTSIDE","49","0","STREET",,"1023113","256116","40.86956817","-73.85948499"
"201664631","08/27/2019","21:50:00","BRONX","OUTSIDE","49","0","STREET",,"1020761","245865","40.841443","-73.868041"
"293281448","09/13/2024","23:30:00","BRONX","OUTSIDE","49","0","STREET","RESTAURANT/DINER","1024395","250743","40.854825","-73.854881"
"242373589","03/18/2022","20:02:00","BRONX","OUTSIDE","49","0","STREET",,"1024872","257418","40.873134","-73.853117"
"153451720","05/26/2016","22:30:00","BRONX","OUTSIDE","50","0","STREET",,"1011372","258416","40.875926","-73.901925"
"35552370","11/07/2007","16:34:00","BRONX","OUTSIDE","50","0","STREET","FAST FOOD","1009139","257878","40.874455","-73.910002"
"136707353","05/12/2014","04:18:00","BRONX","OUTSIDE","50","0","STREET",,"1010866","260043","40.880393","-73.903749"
"92563659","09/11/2013","21:10:00","BRONX","OUTSIDE","50","0","STREET",,"1011287","255912","40.869052","-73.902242"
"82030642","12/05/2011","18:03:00","BRONX","OUTSIDE","50","0","STREET","MULTI DWELL - APT BUILD","1012046","256492","40.870651","-73.899496"
"228559721","05/22/2021","17:41:00","BRONX","OUTSIDE","50","0","STREET",,"1010271","258954","40.877405","-73.905904"
"232291900","08/14/2021","02:00:00","BRONX","OUTSIDE","50","0","STREET",,"1017518","263982","40.891183","-73.879675"
"298756515","01/01/2025","13:00:00","BRONX","INSIDE","52","0","DWELLING","MULTI DWELL - APT BUILD","1013194","254357","40.864789","-73.895355"
"64206872","07/28/2009","22:50:00","BRONX","OUTSIDE","52","0","STREET",,"1013413","255737","40.868576","-73.894559"
"61144231","04/26/2009","03:06:00","BRONX","OUTSIDE","52","0","STREET",,"1015674","254680","40.865657","-73.886385"
"61575509","05/09/2009","22:43:00","BRONX","OUTSIDE","52","0","STREET","MULTI DWELL - APT BUILD","1015796","257648","40.873811","-73.885932"
"45970312","04/26/2008","04:30:00","BRONX","OUTSIDE","52","0","STREET",,"1010168","256970","40.871961","-73.906283"
"50665289","08/30/2008","06:15:00","BRONX","OUTSIDE","52","0","STREET","PVT HOUSE","1019142","259107","40.877804","-73.873829"
"16895008","06/20/2006","06:30:00","BRONX","INSIDE","52","0","DWELLING","NONE","1016311","260220","40.880869","-73.884059"
"138006089","08/01/2014","05:30:00","BRONX","OUTSIDE","52","0","STREET",,"1010153","253042","40.86118","-73.906354"
"10038631","01/05/2006","15:06:00","BRONX","OUTSIDE","52","0","STREET",,"1012694","254135","40.864181","-73.897165"
"138496678","09/01/2014","19:02:00","BRONX","OUTSIDE","52","0","STREET",,"1010674","252373","40.85934078","-73.90447477"
"93233338","10/23/2013","16:53:00","BRONX","OUTSIDE","52","0","STREET",,"1009423","252697","40.860243","-73.908997"
"75644675","11/20/2010","03:57:00","BRONX","INSIDE","52","0","DWELLING","MULTI DWELL - APT BUILD","1011101","254469","40.865101","-73.902924"
"73702374","07/15/2010","22:31:00","BRONX","OUTSIDE","52","0","OTHER",,"1018640","259451","40.87874027","-73.87564065"
"67081309","10/23/2009","08:20:00","BRONX","OUTSIDE","52","0","STREET",,"1017618","257840","40.874332","-73.879344"
"68251163","11/26/2009","22:10:00","BRONX","OUTSIDE","52","0","STREET",,"1012886","253829","40.86333","-73.896468"
"198255469","06/09/2019","20:01:00","BRONX","OUTSIDE","52","0","OTHER",,"1010339","253965","40.863714","-73.905676"
"163875944","04/17/2017","22:05:00","BRONX","OUTSIDE","52","0","STREET",,"1013114","255491","40.867902","-73.895639"
"163178158","03/26/2017","07:14:00","BRONX","OUTSIDE","52","0","STREET",,"1015674","254680","40.865657","-73.886385"
"146659233","10/04/2015","07:34:00","BRONX","OUTSIDE","52","0","VEHICLE",,"1012217","253976","40.863745","-73.898888"
"151964838","04/08/2016","16:14:00","BRONX","INSIDE","52","0","DWELLING","MULTI DWELL - APT BUILD","1016993","260146","40.880655","-73.88159"
"147548595","11/05/2015","23:17:00","BRONX","OUTSIDE","52","0","STREET",,"1014148","256519","40.8707092","-73.89189745"
"143071751","05/20/2015","09:40:00","BRONX","OUTSIDE","52","0","STREET",,"1013016","254741","40.8658329","-73.89599807"
"143149270","05/22/2015","13:51:00","BRONX","OUTSIDE","52","0","STREET",,"1014631","253884","40.86347528","-73.89016301"
"139033935","10/05/2014","03:45:00","BRONX","OUTSIDE","52","0","STREET",,"1013227","253749","40.863111","-73.895238"
"280500174","01/12/2024","18:47:00","BRONX","INSIDE","52","0","COMMERCIAL","GROCERY/BODEGA","1010769","253612","40.862751","-73.904128"
"276665999","10/28/2023","14:40:00","BRONX","OUTSIDE","52","0","STREET",,"1017478","256069",,
"264775620","03/09/2023","01:40:00","BRONX","OUTSIDE","52","0","STREET",,"1017478","256069","0","0"
"266775505","04/16/2023","14:53:00","BRONX","OUTSIDE","52","0","STREET",,"1011094","253282","40.861844","-73.902952"
"234433693","10/03/2021","00:30:00","BRONX","OUTSIDE","52","0","STREET",,"1018163","257403","40.873121","-73.877374"
"240437681","02/10/2022","20:11:00","BRONX","OUTSIDE","52","0","STREET",,"1011773","254469","40.865091","-73.900492"
"240254035","02/07/2022","21:55:00","BRONX","OUTSIDE","52","0","STREET",,"1009887","255397","40.867644","-73.907306"
"237710987","12/10/2021","19:30:00","BRONX","OUTSIDE","52","0","STREET",,"1017478","256069","40.86947047705","-73.87986080373"
"224747406","02/23/2021","22:33:00","BRONX","OUTSIDE","52","0","STREET","MULTI DWELL - APT BUILD","1015158","257150","40.87244","-73.888242"
"215536324","07/20/2020","23:44:00","BRONX","OUTSIDE","52","0","STREET",,"1019389","259022","40.877561","-73.872933"
"315658031","11/06/2025","00:08:00","BRONX","OUTSIDE","52","0","STREET",,"1013740","254095","40.864066","-73.893382"
"248501023","07/25/2022","03:25:00","BROOKLYN","OUTSIDE","60","0","STREET",,"983135","150942","40.58097687","-74.00401402"
"35972458","11/27/2007","15:21:00","BROOKLYN","INSIDE","60","0","DWELLING","MULTI DWELL - APT BUILD","984091","149559","40.577192","-74.000571"
"71321196","02/14/2010","23:51:00","BROOKLYN","OUTSIDE","60","0","VEHICLE",,"984651","148801","40.57510031","-73.99855651"
"80432269","08/24/2011","01:15:00","BROOKLYN","INSIDE","60","2","HOUSING","MULTI DWELL - PUBLIC HOUS","984591","149217","40.576253","-73.998772"
"80682807","09/11/2011","02:12:00","BROOKLYN","INSIDE","60","2","HOUSING","MULTI DWELL - PUBLIC HOUS","984147","150277","40.579154","-74.00037"
"139896101","12/01/2014","15:43:00","BROOKLYN","OUTSIDE","60","2","HOUSING","MULTI DWELL - PUBLIC HOUS","984147","150277","40.579154","-74.00037"
"92692739","09/19/2013","07:05:00","BROOKLYN","OUTSIDE","60","2","HOUSING","MULTI DWELL - PUBLIC HOUS","989372","155205","40.592685","-73.981557"
"92152095","08/15/2013","23:55:00","BROOKLYN","OUTSIDE","60","0","HOUSING","MULTI DWELL - PUBLIC HOUS","988914","155582","40.593713","-73.983203"
"92393424","08/31/2013","19:25:00","BROOKLYN","INSIDE","60","0","DWELLING",,"986770","148698","40.574826","-73.990927"
"91842766","07/27/2013","22:10:00","BROOKLYN","OUTSIDE","60","2","HOUSING","MULTI DWELL - PUBLIC HOUS","985518","147974","40.572839","-73.995434"
"152396023","04/21/2016","19:27:00","BROOKLYN","OUTSIDE","60","0","STREET",,"984357","148759","40.57498503","-73.99961483"
"249559966","08/13/2022","23:55:00","BROOKLYN","INSIDE","61","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001807","156562","40.596387","-73.936778"
"169180022","09/09/2017","00:20:00","BROOKLYN","OUTSIDE","61","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001022","156448","40.596076","-73.939603"
"150544023","02/20/2016","19:30:00","BROOKLYN","OUTSIDE","61","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001353","156938","40.59742","-73.938412"
"25424629","11/22/2006","20:30:00","BROOKLYN","OUTSIDE","61","0","STREET","BAR/NIGHT CLUB","998695","154929","40.591917","-73.94799"
"52380394","10/20/2008","22:00:00","BROOKLYN","OUTSIDE","63","0","STREET",,"1001602","167924","40.62757207","-73.93748875"
"307731891","06/08/2025","06:35:00","BROOKLYN","OUTSIDE","63","0","STREET",,"1006149","166607","40.623957","-73.921111"
"250280352","08/28/2022","13:30:00","BROOKLYN","OUTSIDE","63","0","HOUSING","MULTI DWELL - PUBLIC HOUS","1006135","170015","40.633304","-73.92115"
"213724262","05/30/2020","23:08:00","BROOKLYN","OUTSIDE","63","0","STREET",,"999751","168628","40.62950784","-73.94415543"
"159868964","01/02/2017","20:25:00","BROOKLYN","OUTSIDE","63","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1005706","170355","40.634238","-73.922695"
"155995756","08/22/2016","01:15:00","BROOKLYN","OUTSIDE","63","0","STREET",,"1000087","168657","40.629597","-73.942943"
"143084079","05/21/2015","10:44:00","BROOKLYN","OUTSIDE","63","0","STREET",,"1004064","167268","40.62576633","-73.92862123"
"140452041","01/06/2015","19:34:00","BROOKLYN","OUTSIDE","63","0","STREET",,"1006180","167871","40.627419","-73.920994"
"75439785","11/07/2010","00:57:00","BROOKLYN","OUTSIDE","63","0","STREET","MULTI DWELL - APT BUILD","1003770","167673","40.626881","-73.929678"
"75330414","10/29/2010","11:48:00","BROOKLYN","INSIDE","63","0","DWELLING","PVT HOUSE","1001667","165645","40.621326","-73.937259"
"63998349","07/22/2009","06:15:00","BROOKLYN","OUTSIDE","63","0","VEHICLE",,"1005426","164000","40.6167932","-73.92372495"
"182362874","05/06/2018","02:22:00","BROOKLYN","OUTSIDE","66","0","STREET",,"986390","173162","40.641967","-73.992286"
"35265784","10/24/2007","21:31:00","BROOKLYN","INSIDE","66","0","DWELLING","PVT HOUSE","991050","170926","40.635837","-73.975499"
"28575966","04/21/2007","03:20:00","BROOKLYN","OUTSIDE","66","0","STREET","BAR/NIGHT CLUB","992921","172132","40.639145","-73.968758"
"284943607","04/07/2024","13:59:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1001238","177295","40.653305","-73.938776"
"44692773","03/21/2008","22:14:00","BROOKLYN","INSIDE","67","0","DWELLING","MULTI DWELL - APT BUILD","999445","171582","40.637618","-73.945248"
"34880358","10/07/2007","23:45:00","BROOKLYN","OUTSIDE","67","0","STREET",,"998762","176584","40.651357","-73.947701"
"32966722","07/07/2007","21:12:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1000441","172522","40.640203","-73.941659"
"33413503","07/28/2007","01:35:00","BROOKLYN","OUTSIDE","67","0","STREET",,"997102","172326","40.639671","-73.953693"
"28609127","04/22/2007","05:02:00","BROOKLYN","OUTSIDE","67","0","COMMERCIAL","SMALL MERCHANT","998229","176549","40.651253","-73.94962"
"23549342","07/26/2006","01:18:00","BROOKLYN","OUTSIDE","67","0","STREET",,"998278","174308","40.645111","-73.94945"
"24516764","09/27/2006","01:13:00","BROOKLYN","OUTSIDE","67","0","STREET","PVT HOUSE","996544","175090","40.647258","-73.955696"
"24394056","09/19/2006","19:31:00","BROOKLYN","INSIDE","67","0","COMMERCIAL","COMMERCIAL BLDG","998504","173213","40.642103","-73.948639"
"24347275","09/17/2006","01:12:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1004273","171576","40.6375904","-73.92785553"
"16692674","06/04/2006","05:26:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1001901","177350","40.65344383","-73.93638693"
"16895018","06/21/2006","23:02:00","BROOKLYN","OUTSIDE","67","0","STREET","MULTI DWELL - APT BUILD","999445","171582","40.637618","-73.945248"
"138898672","09/27/2014","19:30:00","BROOKLYN","OUTSIDE","67","0","STREET",,"998836","172467","40.64004663","-73.94744355"
"66145424","09/25/2009","14:30:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1004674","181750","40.66551489","-73.92637989"
"60924266","04/19/2009","22:00:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1005499","179882","40.660395","-73.923412"
"55082916","12/21/2008","04:00:00","BROOKLYN","OUTSIDE","67","0","COMMERCIAL","BAR/NIGHT CLUB","1003468","171346","40.636971","-73.930756"
"51764334","09/28/2008","04:00:00","BROOKLYN","INSIDE","67","0","COMMERCIAL","BAR/NIGHT CLUB","1006470","174102","40.644527","-73.919931"
"44895811","03/29/2008","04:30:00","BROOKLYN","OUTSIDE","67","0","STREET",,"998504","173213","40.642103","-73.948639"
"170264298","10/10/2017","21:50:00","BROOKLYN","OUTSIDE","67","0","STREET",,"998587","172193","40.639297","-73.948339"
"79372562","06/18/2011","21:44:00","BROOKLYN","OUTSIDE","67","0","DWELLING","PVT HOUSE","1004666","181265","40.664185","-73.926408"
"77943026","03/28/2011","21:40:00","BROOKLYN","OUTSIDE","67","0","STREET","MULTI DWELL - APT BUILD","1005087","176257","40.650438","-73.924906"
"78406941","04/25/2011","15:53:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1006159","180446","40.661942","-73.92103"
"78405576","04/25/2011","05:38:00","BROOKLYN","OUTSIDE","67","0","STREET","BAR/NIGHT CLUB","1008758","177392","40.653551","-73.911674"
"75849507","12/05/2010","21:52:00","BROOKLYN","OUTSIDE","67","0","STREET",,"997843","175671","40.64885074699","-73.95101651062"
"77366274","02/20/2011","02:30:00","BROOKLYN","INSIDE","67","0","DWELLING","MULTI DWELL - APT BUILD","1006527","180138","40.661088","-73.919703"
"73719656","07/16/2010","20:30:00","BROOKLYN","OUTSIDE","67","0","STREET","SMALL MERCHANT","1002230","176647","40.65151358","-73.93520311"
"90460257","05/05/2013","01:09:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1004497","176955","40.652355","-73.927031"
"62355877","06/01/2009","23:15:00","BRONX","OUTSIDE","48","0","STREET",,"1014982","247620","40.84628127","-73.88892276"
"62947232","06/20/2009","01:11:00","BRONX","OUTSIDE","48","0","STREET",,"1013812","250884","40.85524397","-73.89313719"
"44576546","03/16/2008","00:35:00","BRONX","OUTSIDE","48","0","DWELLING",,"1015216","247321","40.845469","-73.888079"
"46004456","04/25/2008","20:30:00","BRONX","INSIDE","48","0","DWELLING","MULTI DWELL - APT BUILD","1016293","250009","40.852842","-73.884173"
"85137186","06/06/2012","22:00:00","BRONX","OUTSIDE","48","0","STREET","MULTI DWELL - APT BUILD","1014134","248512","40.848743","-73.891984"
"82090979","12/08/2011","21:30:00","BRONX","INSIDE","48","0","DWELLING","MULTI DWELL - APT BUILD","1013706","252409","40.859439","-73.893514"
"80870455","09/24/2011","01:00:00","BRONX","OUTSIDE","48","0","STREET",,"1013988","250786","40.8549744","-73.89250141"
"79853894","07/18/2011","00:10:00","BRONX","OUTSIDE","48","0","STREET",,"1014867","249278","40.85083239","-73.88933084"
"80580782","09/04/2011","00:36:00","BRONX","OUTSIDE","48","0","STREET",,"1014247","247106","40.844876","-73.89158"
"80572285","09/02/2011","19:31:00","BRONX","OUTSIDE","48","0","STREET",,"1014264","246820","40.844089","-73.891519"
"76951564","01/23/2011","03:22:00","BRONX","OUTSIDE","48","0","STREET",,"1013547","247834","40.846876","-73.894106"
"74865444","10/01/2010","01:15:00","BRONX","OUTSIDE","48","0","STREET",,"1015010","250473","40.85412","-73.88881"
"71836064","03/19/2010","19:39:00","BRONX","OUTSIDE","48","0","PLAYGROUND",,"1017324","246759","40.84390962","-73.88046213"
"157228606","10/02/2016","16:05:00","BRONX","OUTSIDE","48","0","STREET",,"1017595","246009","40.841852","-73.879486"
"152007174","04/09/2016","00:14:00","BRONX","OUTSIDE","48","0","STREET",,"1013873","250614","40.854503","-73.892917"
"148459930","12/10/2015","19:50:00","BRONX","OUTSIDE","48","0","STREET",,"1014922","245447","40.840317","-73.889146"
"142324889","04/21/2015","21:46:00","BRONX","OUTSIDE","48","0","STREET",,"1017595","246009","40.841852","-73.879486"
"144240974","07/05/2015","03:29:00","BRONX","OUTSIDE","48","0","STREET",,"1017496","247432","40.845758","-73.879836"
"137371159","06/20/2014","04:53:00","BRONX","OUTSIDE","48","0","STREET",,"1014114","249085","40.850307","-73.892053"
"217256576","08/31/2020","20:45:00","BRONX","OUTSIDE","48","0","STREET",,"1017595","246009","40.841852","-73.879486"
"212169711","04/18/2020","00:57:00","BRONX","OUTSIDE","48","0","VEHICLE",,"1014545","245735","40.841112","-73.890507"
"190852834","12/06/2018","18:53:00","BRONX","OUTSIDE","48","0","STREET",,"1017766","246647","40.843603","-73.878864"
"205974389","12/03/2019","20:45:00","BRONX","OUTSIDE","48","0","STREET",,"1014807","247020","40.844636","-73.889556"
"173540120","01/09/2018","23:36:00","BRONX","INSIDE","48","0","STREET","MULTI DWELL - APT BUILD","1017068","245999","40.841827","-73.881391"
"173961270","01/23/2018","21:58:00","BRONX","INSIDE","48","0","DWELLING",,"1016830","249479","40.851378","-73.882233"
"171509873","11/11/2017","00:45:00","BRONX","OUTSIDE","48","0","STREET",,"1013797","248387","40.8483905","-73.89320242"
"252484504","10/13/2022","02:01:00","BRONX","OUTSIDE","48","0","STREET",,"1016443","250401","40.85390908","-73.88362879"
"239695758","01/25/2022","21:20:00","BRONX","OUTSIDE","48","0","VEHICLE",,"1019154","243876","40.83598959","-73.87386305"
"240321242","02/08/2022","00:30:00","BRONX","OUTSIDE","48","0","STREET",,"1017157","246883","40.844251","-73.881062"
"235428526","10/22/2021","22:22:00","BRONX","OUTSIDE","48","0","STREET",,"1013704","248181","40.847827","-73.893539"
"230232276","06/29/2021","14:35:00","BRONX","OUTSIDE","48","0","STREET",,"1013684","249148","40.85048","-73.893606"
"230741369","07/11/2021","15:18:00","BRONX","OUTSIDE","48","0","STREET",,"1016567","250354","40.85378","-73.883181"
"227950638","05/05/2021","18:17:00","BRONX","OUTSIDE","48","0","STREET",,"1017061","246371","40.84284565","-73.88141457"
"227950669","05/09/2021","03:48:00","BRONX","INSIDE","48","0","STREET","BEAUTY/NAIL SALON","1014564","250747","40.854868","-73.890416"
"227127704","04/19/2021","22:20:00","BRONX","OUTSIDE","48","0","STREET",,"1015150","247218","40.84517731","-73.88831739"
"227187021","04/21/2021","01:45:00","BRONX","OUTSIDE","48","0","STREET",,"1016802","250581","40.854402","-73.88233"
"224412024","02/15/2021","07:10:00","BRONX","INSIDE","48","0","COMMERCIAL","GAS STATION","1011588","247980","40.847282","-73.901187"
"309666554","07/15/2025","21:52:00","BRONX","OUTSIDE","48","0","STREET",,"1013910","251999","40.85830398","-73.892778"
"221931803","12/16/2020","14:20:00","BRONX","OUTSIDE","48","0","STREET",,"1016308","247659","40.846384","-73.884128"
"220072528","11/03/2020","21:20:00","BRONX","OUTSIDE","48","0","STREET",,"1019271","245340","40.840009","-73.873432"
"315830155","11/09/2025","03:14:00","BRONX","INSIDE","48","0","DWELLING","MULTI DWELL - APT BUILD","1016308","247659","40.846392","-73.884129"
"315056090","10/25/2025","06:06:00","BRONX","OUTSIDE","48","0","STREET",,"1016324","245881","40.841513","-73.884081"
"313205395","09/19/2025","18:41:00","BRONX","OUTSIDE","48","0","PLAYGROUND",,"1013788","252571","40.85987436","-73.89321651"
"311931929","08/26/2025","14:30:00","BRONX","OUTSIDE","48","0","STREET",,"1017035","245577","40.84066645","-73.88151242"
"310966077","08/10/2025","00:52:00","BRONX","OUTSIDE","48","0","STREET",,"1015965","246113","40.842152","-73.885375"
"290838569","07/29/2024","19:25:00","BRONX","OUTSIDE","48","0","STREET",,"1015295","245719","40.84106249","-73.88780026"
"273899111","09/04/2023","13:30:00","BRONX","OUTSIDE","48","0","STREET",,"1014890","250840","40.855131","-73.889241"
"277554581","11/15/2023","06:30:00","BRONX","OUTSIDE","48","0","STREET",,"1011854","248078","40.847559","-73.900226"
"274464112","09/14/2023","20:44:00","BRONX","OUTSIDE","48","0","STREET",,"1017336","246011","40.841857","-73.880422"
"272458921","08/05/2023","05:31:00","BRONX","OUTSIDE","48","0","STREET",,"1016045","246648","40.84360965797","-73.88508528376"
"272458920","08/05/2023","07:54:00","BRONX","OUTSIDE","48","0","STREET",,"1013342","247698","40.846502","-73.894847"
"300827432","02/08/2025","01:58:00","BRONX","OUTSIDE","49","0","DWELLING","MULTI DWELL - APT BUILD","1023484","247656","40.846355","-73.858191"
"49255322","07/26/2008","23:50:00","BRONX","OUTSIDE","49","0","STREET",,"1021788","247380","40.84559623","-73.86432464"
