CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
01/14/2023,6:00,,,40.831184,-73.913284,"(40.831184, -73.913284)",FINDLAY AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4598195,Station Wagon/Sport Utility Vehicle,,,,
12/17/2021,14:20,BRONX,10469.0,40.872326,-73.83512,"(40.872326, -73.83512)",,,3011      EDSON AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487801,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/17/2021,18:13,QUEENS,11434.0,40.68432,-73.769684,"(40.68432, -73.769684)",BAISLEY BOULEVARD,120 AVENUE,,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,4487897,Station Wagon/Sport Utility Vehicle,,,,
12/12/2021,17:37,,,40.88661,-73.90704,"(40.88661, -73.90704)",WEST 236 STREET,RIVERDALE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4487179,Sedan,,,,
12/16/2021,19:30,,,40.718224,-73.79504,"(40.718224, -73.79504)",GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4487124,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/15/2021,11:58,MANHATTAN,10039.0,40.82803,-73.934845,"(40.82803, -73.934845)",WEST 155 STREET,MACOMBS PLACE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4487226,Station Wagon/Sport Utility Vehicle,Sedan,Box Truck,,
12/15/2021,13:24,MANHATTAN,10065.0,40.76531,-73.96385,"(40.76531, -73.96385)",3 AVENUE,EAST 65 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4486727,Taxi,,,,
12/15/2021,6:27,MANHATTAN,10002.0,40.72224,-73.9863,"(40.72224, -73.9863)",EAST HOUSTON STREET,ESSEX STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4486751,Taxi,Sedan,,,
12/17/2021,20:02,BROOKLYN,11210.0,40.62147,-73.95072,"(40.62147, -73.95072)",BEDFORD AVENUE,AVENUE L,,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4487553,Sedan,,,,
01/17/2023,18:45,BROOKLYN,11219.0,40.630787,-73.99568,"(40.630787, -73.99568)",NEW UTRECHT AVENUE,56 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,4598801,Station Wagon/Sport Utility Vehicle,,,,
04/23/2021,1:10,,,,,,VANWYCK EXPRESSWAY,LINDEN BOULEVARD,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4409698,,,,,
12/15/2021,8:30,QUEENS,11422.0,40.65953,-73.73261,"(40.65953, -73.73261)",254 STREET,MEMPHIS AVENUE,,1,0,0,0,0,0,1,0,View Obstructed/Limited,View Obstructed/Limited,,,,4486963,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/16/2021,7:09,QUEENS,11691.0,40.59539,-73.769615,"(40.59539, -73.769615)",,,330       BEACH 37 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4488007,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/17/2021,15:30,QUEENS,11432.0,40.704327,-73.797714,"(40.704327, -73.797714)",162 STREET,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,Unspecified,,4487487,Station Wagon/Sport Utility Vehicle,Bus,Station Wagon/Sport Utility Vehicle,,
12/16/2021,15:40,MANHATTAN,10013.0,40.71747,-74.0107,"(40.71747, -74.0107)",GREENWICH STREET,DUANE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4487269,Bike,,,,
12/15/2021,23:30,QUEENS,11373.0,,,,,,46-02     74 street,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4487174,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/15/2021,17:18,BROOKLYN,11220.0,40.641987,-74.01724,"(40.641987, -74.01724)",58 STREET,4 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,4486818,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
12/17/2021,8:38,,,40.680923,-73.75065,"(40.680923, -73.75065)",133 AVENUE,218 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4487301,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/16/2021,10:30,QUEENS,11368.0,,,,NORTHERN BLVD,114 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4487018,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/17/2021,15:50,BRONX,10458.0,40.868015,-73.89129,"(40.868015, -73.89129)",MIRIAM STREET,VALENTINE AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4487284,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
12/17/2021,4:10,MANHATTAN,10016.0,40.742645,-73.98246,"(40.742645, -73.98246)",LEXINGTON AVENUE,EAST 28 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4487711,Taxi,Taxi,,,
12/10/2021,17:35,,,40.6771,-73.92479,"(40.6771, -73.92479)",ATLANTIC AVENUE,,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4487597,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/17/2021,20:27,MANHATTAN,10036.0,40.761375,-73.98781,"(40.761375, -73.98781)",,,319       WEST 48 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487306,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
12/16/2021,22:40,BROOKLYN,11232.0,40.65276,-74.00235,"(40.65276, -74.00235)",,,847       5 AVENUE,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4487141,Sedan,Sedan,,,
12/17/2021,23:16,,,40.699177,-73.9605,"(40.699177, -73.9605)",KENT AVENUE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4487925,Sedan,Sedan,,,
12/15/2021,8:10,,,40.84023,-73.880104,"(40.84023, -73.880104)",EAST TREMONT AVENUE,BOSTON ROAD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4486706,PK,Sedan,,,
12/15/2021,16:30,,,40.691265,-73.9051,"(40.691265, -73.9051)",KNICKERBOCKER AVENUE,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4486920,Sedan,,,,
12/15/2021,17:09,QUEENS,11368.0,40.75062,-73.870285,"(40.75062, -73.870285)",,,37-47     JUNCTION BOULEVARD,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4486971,E-Scooter,Station Wagon/Sport Utility Vehicle,,,
12/17/2021,10:15,QUEENS,11423.0,40.72921,-73.781166,"(40.72921, -73.781166)",UNION TURNPIKE,188 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487999,Garbage or Refuse,,,,
12/15/2021,19:21,BROOKLYN,11237.0,40.69939,-73.91938,"(40.69939, -73.91938)",HARMAN STREET,KNICKERBOCKER AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,4487772,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
12/15/2021,8:39,,,40.60307,-74.01667,"(40.60307, -74.01667)",BELT PARKWAY,,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,4486741,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/15/2021,19:00,,,40.619507,-74.15036,"(40.619507, -74.15036)",MARTIN LUTHER KING JR,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4486846,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/17/2021,15:50,QUEENS,11375.0,40.725636,-73.843254,"(40.725636, -73.843254)",110 STREET,69 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4487351,Ambulance,Sedan,,,
12/15/2021,22:00,BRONX,10468.0,40.8606,-73.91102,"(40.8606, -73.91102)",SEDGWICK AVENUE,WEST 183 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4487084,Station Wagon/Sport Utility Vehicle,,,,
12/04/2021,22:18,,,40.563145,-74.10787,"(40.563145, -74.10787)",EBBITTS STREET,,,1,1,0,0,0,0,1,1,Passing or Lane Usage Improper,Unspecified,,,,4487498,Sedan,Bus,,,
12/17/2021,12:40,QUEENS,11103.0,40.758224,-73.91741,"(40.758224, -73.91741)",42 STREET,BROADWAY,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4487373,Sedan,Sedan,,,
12/15/2021,9:00,BROOKLYN,11249.0,40.7068,-73.96325,"(40.7068, -73.96325)",,,133       CLYMER STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487115,Station Wagon/Sport Utility Vehicle,,,,
04/12/2021,0:30,,,,,,,,163       VANPELT AVENUE,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,4409731,Sedan,Sedan,Sedan,,
12/15/2021,11:00,,,40.774612,-73.92399,"(40.774612, -73.92399)",21 STREET,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4487031,Station Wagon/Sport Utility Vehicle,,,,
12/13/2021,8:50,BROOKLYN,11226.0,40.655422,-73.95007,"(40.655422, -73.95007)",NOSTRAND AVENUE,CLARKSON AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4487238,Bus,Van,,,
12/15/2021,22:25,,,40.696556,-73.98091,"(40.696556, -73.98091)",BROOKLYN QUEENS EXPRESSWAY,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,4486801,Box Truck,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
12/15/2021,8:00,,,40.652267,-73.92075,"(40.652267, -73.92075)",RALPH AVENUE,,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,4487591,Sedan,Sedan,,,
12/17/2021,16:46,QUEENS,11415.0,0.0,0.0,"(0.0, 0.0)",,,80-30     PARK LANE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4487312,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/15/2021,12:40,BROOKLYN,11230.0,40.622963,-73.965866,"(40.622963, -73.965866)",,,1078      EAST 10 STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4486853,Bike,Station Wagon/Sport Utility Vehicle,,,
12/16/2021,12:59,MANHATTAN,10027.0,40.810184,-73.95118,"(40.810184, -73.95118)",,,249       WEST 125 STREET,1,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4487206,E-Scooter,Sedan,,,
12/15/2021,14:40,MANHATTAN,10034.0,40.87188,-73.9111,"(40.87188, -73.9111)",,,4141      9 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4487660,Bus,Sedan,,,
12/16/2021,22:45,QUEENS,11368.0,40.755066,-73.84419,"(40.755066, -73.84419)",,,123-01    ROOSEVELT AVENUE,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,4487533,Pick-up Truck,,,,
12/17/2021,16:50,BROOKLYN,11207.0,40.684372,-73.90913,"(40.684372, -73.90913)",,,1419      BUSHWICK AVENUE,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4487426,Sedan,,,,
12/13/2021,1:12,,,40.682537,-73.95002,"(40.682537, -73.95002)",HANCOCK STREET,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4487344,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/16/2021,16:40,BROOKLYN,11223.0,40.593967,-73.97899,"(40.593967, -73.97899)",,,2201      WEST 8 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4487385,Station Wagon/Sport Utility Vehicle,,,,
12/16/2021,8:50,BRONX,10466.0,40.88905,-73.84221,"(40.88905, -73.84221)",,,3929      BAYCHESTER AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4487819,Sedan,Sedan,,,
12/16/2021,12:30,MANHATTAN,10038.0,40.7103,-74.00106,"(40.7103, -74.00106)",,,375       PEARL STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487692,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/17/2021,22:46,STATEN ISLAND,10306.0,40.55349,-74.13178,"(40.55349, -74.13178)",HYLAN BOULEVARD,JUSTIN AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4487471,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/24/2021,11:30,BROOKLYN,11233.0,40.669273,-73.922554,"(40.669273, -73.922554)",RALPH AVENUE,LINCOLN PLACE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4487735,Sedan,,,,
12/17/2021,16:40,BRONX,10469.0,40.861164,-73.857574,"(40.861164, -73.857574)",WILLIAMSBRIDGE ROAD,WARING AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4487338,Sedan,,,,
12/14/2021,18:47,BROOKLYN,11208.0,40.681675,-73.879135,"(40.681675, -73.879135)",FULTON STREET,NORWOOD AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,4487201,E-Bike,E-Bike,,,
12/15/2021,7:11,MANHATTAN,10007.0,40.71495,-74.0097,"(40.71495, -74.0097)",WEST BROADWAY,WARREN STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4487154,Station Wagon/Sport Utility Vehicle,Concrete Mixer,,,
12/15/2021,20:13,BROOKLYN,11236.0,40.64509,-73.90637,"(40.64509, -73.90637)",EAST 94 STREET,FARRAGUT ROAD,,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4487077,Sedan,,,,
12/16/2021,23:23,,,40.771088,-73.98343,"(40.771088, -73.98343)",WEST 62 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487421,Station Wagon/Sport Utility Vehicle,Stake or Rack,,,
12/17/2021,17:23,BRONX,10466.0,40.88899,-73.84361,"(40.88899, -73.84361)",,,1196      EAST 233 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487796,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/16/2021,14:04,,,40.682446,-73.911674,"(40.682446, -73.911674)",ROCKAWAY AVENUE,,,3,0,2,0,0,0,1,0,Unspecified,,,,,4487528,Sedan,,,,
12/17/2021,7:22,QUEENS,11385.0,40.70089,-73.89336,"(40.70089, -73.89336)",62 STREET,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4487718,Bus,Station Wagon/Sport Utility Vehicle,,,
12/16/2021,23:10,BROOKLYN,11208.0,40.6901,-73.87214,"(40.6901, -73.87214)",,,888       JAMAICA AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4487194,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/09/2021,7:15,STATEN ISLAND,10301.0,40.643497,-74.07418,"(40.643497, -74.07418)",,,1         RICHMOND TERRACE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4487634,Fork lift,Sedan,,,
12/15/2021,13:55,,,,,,WESTCHESTER AVENUE,EDGEWATER PLACE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4486959,Station Wagon/Sport Utility Vehicle,Box Truck,,,
12/07/2021,16:00,MANHATTAN,10029.0,40.788937,-73.94254,"(40.788937, -73.94254)",,,330       EAST 104 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4487577,Sedan,,,,
12/12/2021,0:32,BROOKLYN,11213.0,40.67888,-73.93561,"(40.67888, -73.93561)",HERKIMER STREET,TROY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4487757,Sedan,Sedan,,,
12/08/2021,21:21,BROOKLYN,11206.0,40.695377,-73.94921,"(40.695377, -73.94921)",MYRTLE AVENUE,MARCY AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4487280,Sedan,Sedan,,,
12/15/2021,1:00,,,40.69098,-73.74878,"(40.69098, -73.74878)",120 AVENUE,201 PLACE,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4486638,Sedan,Sedan,,,
12/16/2021,1:00,,,40.745876,-73.77225,"(40.745876, -73.77225)",CLEARVIEW EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4487009,Sedan,,,,
12/16/2021,19:28,,,40.746788,-73.827156,"(40.746788, -73.827156)",BOOTH MEMORIAL AVENUE,,,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,,,,4487265,Sedan,Sedan,,,
12/15/2021,14:55,BROOKLYN,11228.0,40.62125,-74.00899,"(40.62125, -74.00899)",,,1221      BAY RIDGE PARKWAY,0,0,0,0,0,0,0,0,Unspecified,,,,,4486780,Station Wagon/Sport Utility Vehicle,,,,
12/16/2021,13:10,BRONX,10467.0,40.868557,-73.870514,"(40.868557, -73.870514)",,,2910      BRONX PARK EAST,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4487233,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/16/2021,9:14,QUEENS,11434.0,40.680485,-73.774704,"(40.680485, -73.774704)",BAISLEY BOULEVARD,BEDELL STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4486975,Station Wagon/Sport Utility Vehicle,,,,
12/17/2021,19:20,BROOKLYN,11214.0,40.603874,-73.99544,"(40.603874, -73.99544)",21 AVENUE,85 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4487547,Sedan,Bike,,,
12/15/2021,17:34,,,40.631157,-74.14692,"(40.631157, -74.14692)",MORNINGSTAR ROAD,WALKER STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4486930,Station Wagon/Sport Utility Vehicle,,,,
12/17/2021,8:23,,,40.615772,-73.98308,"(40.615772, -73.98308)",64 STREET,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4487572,Station Wagon/Sport Utility Vehicle,,,,
12/13/2021,2:56,,,40.812073,-73.93604,"(40.812073, -73.93604)",MADISON AVENUE,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4487913,Sedan,Sedan,,,
12/17/2021,16:30,BROOKLYN,11206.0,40.706757,-73.94141,"(40.706757, -73.94141)",HUMBOLDT STREET,JOHNSON AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,4487297,Tractor Truck Diesel,Sedan,,,
12/16/2021,12:40,MANHATTAN,10016.0,40.747772,-73.985054,"(40.747772, -73.985054)",WEST 33 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4487392,Bus,Sedan,,,
12/16/2021,0:35,,,40.75355,-73.98505,"(40.75355, -73.98505)",AVENUE OF THE AMERICAS,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4486877,Van,Sedan,,,
12/16/2021,9:58,MANHATTAN,10027.0,40.810307,-73.951515,"(40.810307, -73.951515)",,,264       WEST 125 STREET,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4487205,Station Wagon/Sport Utility Vehicle,Bus,,,
12/17/2021,18:55,QUEENS,11375.0,40.712635,-73.83462,"(40.712635, -73.83462)",,,118-17    UNION TURNPIKE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487355,Station Wagon/Sport Utility Vehicle,,,,
12/17/2021,0:45,QUEENS,11428.0,40.716362,-73.743904,"(40.716362, -73.743904)",JAMAICA AVENUE,214 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4487119,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/12/2021,11:54,,,,,,MORNINGSTAR ROAD,HOOKER PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4487378,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/16/2021,4:00,QUEENS,11373.0,40.74344,-73.87675,"(40.74344, -73.87675)",,,43-22     ITHACA STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,4486898,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle
12/15/2021,7:00,BROOKLYN,11207.0,40.67677,-73.88949,"(40.67677, -73.88949)",SCHENCK AVENUE,ATLANTIC AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4487079,Box Truck,,,,
11/19/2021,8:18,,,40.875492,-73.86052,"(40.875492, -73.86052)",EAST GUN HILL ROAD,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487216,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/15/2021,16:01,QUEENS,11433.0,40.6922,-73.79173,"(40.6922, -73.79173)",159 STREET,110 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4486827,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/16/2021,15:51,STATEN ISLAND,10314.0,40.608833,-74.12118,"(40.608833, -74.12118)",SCHMIDTS LANE,MANOR ROAD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4487476,Sedan,Sedan,,,
12/17/2021,18:28,BRONX,10467.0,40.88288,-73.8632,"(40.88288, -73.8632)",EAST 218 STREET,WHITE PLAINS ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4487812,Sedan,Sedan,,,
12/16/2021,0:32,MANHATTAN,10035.0,40.798023,-73.9342,"(40.798023, -73.9342)",,,333       EAST 119 STREET,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,Unspecified,,4487020,Convertible,Sedan,Station Wagon/Sport Utility Vehicle,Bike,
12/17/2021,20:15,,,40.82821,-73.83556,"(40.82821, -73.83556)",CROSS BRONX EXTENTION,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4487451,Station Wagon/Sport Utility Vehicle,,,,
12/17/2021,9:50,BROOKLYN,11219.0,40.634827,-73.98426,"(40.634827, -73.98426)",,,1514      44 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4487667,Sedan,Van,,,
12/17/2021,19:35,,,40.69603,-73.943535,"(40.69603, -73.943535)",THROOP AVENUE,,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4487701,Sedan,E-Scooter,,,
12/17/2021,10:30,BRONX,10463.0,40.888954,-73.898544,"(40.888954, -73.898544)",,,5959      BROADWAY,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487360,Box Truck,Taxi,,,
12/15/2021,16:50,,,40.67765,-73.949776,"(40.67765, -73.949776)",PACIFIC STREET,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4487620,Sedan,,,,
12/17/2021,20:20,,,,,,BROOKLYN QNS EXPRESSWAY,COLES STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4487437,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/15/2021,20:15,,,40.641212,-73.96444,"(40.641212, -73.96444)",CORTELYOU ROAD,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4487614,Bike,Sedan,,,
12/17/2021,10:55,,,40.591927,-74.13646,"(40.591927, -74.13646)",,,501       BRIELLE AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487380,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
12/14/2021,22:24,BROOKLYN,11226.0,40.639305,-73.95898,"(40.639305, -73.95898)",OCEAN AVENUE,DITMAS AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4487543,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
12/16/2021,17:00,BROOKLYN,11216.0,40.67187,-73.95464,"(40.67187, -73.95464)",BEDFORD AVENUE,SAINT JOHNS PLACE,,1,0,0,0,0,0,1,0,Outside Car Distraction,Passing or Lane Usage Improper,,,,4487683,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
12/15/2021,17:00,BRONX,10461.0,40.84882,-73.85467,"(40.84882, -73.85467)",MORRIS PARK AVENUE,HONE AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Unspecified,,,,4487055,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/12/2021,7:30,,,40.67357,-73.95294,"(40.67357, -73.95294)",PARK PLACE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487731,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/15/2021,8:50,,,40.7242,-73.93765,"(40.7242, -73.93765)",VANDERVORT AVENUE,MEEKER AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4486851,Station Wagon/Sport Utility Vehicle,,,,
12/16/2021,11:50,BROOKLYN,11215.0,40.675434,-73.97797,"(40.675434, -73.97797)",UNION STREET,6 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4487588,Bike,Sedan,,,
12/13/2021,14:33,MANHATTAN,10030.0,40.820984,-73.93959,"(40.820984, -73.93959)",,,141       WEST 144 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4487270,Ambulance,Sedan,,,
12/14/2021,11:45,MANHATTAN,10012.0,40.72071,-73.99582,"(40.72071, -73.99582)",,,186       MOTT STREET,1,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4487630,Box Truck,E-Bike,,,
12/16/2021,20:50,QUEENS,11385.0,40.708427,-73.905525,"(40.708427, -73.905525)",GRANDVIEW AVENUE,GROVE STREET,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,4487723,Sedan,Sedan,,,
12/14/2021,20:35,,,,,,COLLEGE POINT BOULEVARD,HARDING EXPRESSWAY,,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,Unspecified,,,,4487414,Sedan,,,,
11/14/2021,20:30,,,,,,FLATBUSH AVENUE,GRAND ARMY PLAZA,,0,0,0,0,0,0,0,0,Oversized Vehicle,Driver Inattention/Distraction,,,,4487790,Sedan,Box Truck,,,
